date,pm25,pm10,no2,so2,co
2019/12/8, 13, 4, 11, 1, 
2019/12/9, 11, 6, 7, 1, 
2019/12/10, 15, 8, 7, 1, 
2019/12/11, 19, 7, 19, 2, 
2019/12/12, 11, 7, 17, 2, 
2019/12/13, 11, 27, 49, 3, 
2019/12/14, 12, 6, 25, 2, 
2019/12/15, 11, 6, 19, 1, 
2019/12/16, 7, 6, 15, 2, 
2019/12/17, 9, 8, 16, 1, 
2019/12/18, 8, 7, 29, 2, 
2019/12/19, 8, 8, 12, 1, 
2019/12/20, 9, 6, 7, 1, 
2019/12/25, 10, 3, 5, 2, 
2019/12/26, 14, 10, 17, 2, 
2019/12/27, 12, 8, 12, 1, 
2019/12/28, 9, 4, 5, 1, 
2019/12/29, 7, , , , 
2019/7/1, 8, 9, 1, 2, 
2019/7/2, 8, 6, 1, 1, 
2019/7/3, 9, 4, , 1, 
2019/7/4, 12, 6, , 1, 
2019/7/5, 7, 6, 1, 1, 
2019/7/6, 9, 6, 2, 3, 
2019/7/7, 10, 10, , 1, 
2019/7/8, 15, 7, , 1, 
2019/7/9, 13, 32, 1, 1, 
2019/7/10, 39, 15, 1, 1, 
2019/7/11, 23, 10, 1, 2, 
2019/7/12, 19, 5, 1, 1, 
2019/7/13, 15, 2, , 1, 
2019/7/14, 5, 4, , 1, 
2019/7/15, 8, 117, , 1, 
2019/7/16, 8, 7, 1, 3, 
2019/7/17, 13, 7, , 1, 
2019/7/18, 10, 8, , 1, 
2019/7/19, 11, 4, , 1, 
2019/7/20, 6, 4, , 1, 
2019/7/21, 10, 7, 1, 2, 
2019/7/22, 7, 8, 1, 1, 
2019/7/23, 12, 6, 1, 1, 
2019/7/24, 9, 7, 1, 1, 
2019/7/25, 9, 7, 1, 2, 
2019/7/26, 10, 5, , 1, 
2019/7/27, 10, 2, 1, , 
2019/7/28, 6, 10, 1, 2, 
2019/7/29, 4, 17, 1, 1, 
2019/7/30, 14, 27, 2, 2, 
2019/7/31, 35, 31, 1, 2, 
2019/8/1, 52, 13, 1, 1, 
2019/8/2, 28, 11, 1, 1, 
2019/8/3, 33, 9, , 2, 
2019/8/4, 29, 8, 1, 1, 
2019/8/5, 23, 6, 1, 2, 
2019/8/6, 15, 6, 1, 1, 
2019/8/7, 11, 7, 2, 1, 
2019/8/8, 11, 6, 2, 1, 
2019/8/9, 6, 10, 3, 1, 
2019/8/10, 8, 7, 1, 2, 
2019/8/11, 7, 8, 1, 1, 
2019/8/12, 26, 3, 3, 1, 
2019/8/13, 38, 3, 3, 1, 
2019/8/14, 97, 5, 4, 1, 
2019/8/15, 6, 13, 5, 1, 
2019/8/16, 13, 4, 2, , 
2019/8/17, 7, 8, 3, 1, 
2019/8/18, 12, 6, 4, 1, 
2019/8/19, 11, 39, 2, 1, 
2019/8/20, 47, 23, 3, 1, 
2019/8/21, 26, 11, 5, 3, 
2019/8/22, 13, 4, 4, 1, 
2019/8/23, 9, 5, 3, , 
2019/8/24, 11, 3, 1, , 
2019/8/25, 7, 3, 3, 1, 
2019/8/26, 12, 3, 1, 1, 
2019/8/27, 11, 1, 2, 1, 
2019/8/28, 7, 2, , , 
2019/8/29, 5, 4, , , 
2019/8/30, 5, 8, , , 
2019/8/31, 5, 2, , , 
2019/9/1, 7, 4, , , 
2019/9/2, 6, 5, , 1, 
2019/9/3, 7, 5, , , 
2019/9/4, 9, 3, , , 
2019/9/5, 11, 5, , , 
2019/9/6, 8, 3, , , 
2019/9/7, 4, 5, , , 
2019/9/8, 12, 5, , , 
2019/9/9, 9, 2, , , 
2019/9/10, 7, 4, , , 
2019/9/11, 9, 5, , , 
2019/9/12, 11, 10, , , 
2019/9/13, 22, 4, , , 
2019/9/14, 10, 6, , , 
2019/9/15, 17, 7, , , 
2019/9/16, 17, 3, , , 
2019/9/17, 9, 2, , , 
2019/9/18, 5, 5, , , 
2019/9/19, 6, 7, , , 
2019/9/20, 14, 15, , , 
2019/9/23, 13, 8, , , 
2019/9/24, 15, 5, , , 
2019/9/25, 6, 8, , , 
2019/9/26, 6, 11, , , 
2019/9/27, 10, 7, , , 
2019/9/28, 7, 9, , 1, 
2019/9/29, 8, 14, , 2, 
2019/9/30, 21, 12, , 1, 
2019/4/1, 16, 11, 8, , 
2019/4/2, 21, 17, 6, , 
2019/4/3, 28, 5, 6, , 
2019/4/4, 14, 28, 8, , 
2019/4/5, 26, 37, 4, , 
2019/4/6, 35, 34, 2, , 
2019/4/7, 41, 30, 5, , 
2019/4/8, 28, 30, 5, , 
2019/4/9, 25, 49, 5, , 
2019/4/10, 53, 172, 5, , 
2019/4/11, 28, 51, 3, , 
2019/4/12, 45, 10, 1, , 
2019/4/13, 22, 29, 1, , 
2019/4/14, 48, 9, 8, , 
2019/4/15, 24, 9, 3, , 
2019/4/16, 16, 5, 9, , 
2019/4/17, 13, 6, 2, , 
2019/4/18, 6, 8, 1, , 
2019/4/19, 16, 15, 1, , 
2019/4/20, 30, 27, 2, , 
2019/4/21, 49, 21, 5, , 
2019/4/22, 20, 6, 5, , 
2019/4/23, 10, 8, 12, , 
2019/4/24, 20, 54, 4, , 
2019/4/25, 80, 17, 7, , 
2019/4/26, 26, 35, 3, , 
2019/4/27, 26, 25, 1, , 
2019/4/28, 15, 26, 1, , 
2019/4/29, 31, 23, 2, , 
2019/4/30, 17, 13, 2, 1, 
2019/5/1, 15, 3, 2, 1, 
2019/5/2, 8, , , , 
2019/5/4, 19, 17, 3, , 
2019/5/5, 18, 22, 2, , 
2019/5/6, 21, 20, 2, , 
2019/5/7, 16, 13, 1, , 
2019/5/8, 14, 14, 2, , 
2019/5/9, 11, 14, 6, , 
2019/5/10, 14, 9, 5, , 
2019/5/11, 11, 191, 3, , 
2019/5/12, 15, 8, 5, , 
2019/5/13, 11, 36, 3, , 
2019/5/14, 47, 13, 5, , 
2019/5/15, 23, 4, 4, , 
2019/5/16, 12, 5, 8, , 
2019/5/17, 16, 5, 7, , 
2019/5/18, 13, 10, 6, 2, 
2019/5/19, 32, 5, 6, 1, 
2019/5/20, 11, 10, 7, 1, 
2019/5/21, 10, 12, 6, 2, 
2019/5/22, 12, 12, 6, 1, 
2019/5/23, 16, 14, 6, 2, 
2019/5/24, 27, 10, 4, 1, 
2019/5/25, 17, 9, 3, , 
2019/5/26, 12, 13, 4, 1, 
2019/5/27, 13, 12, 4, , 
2019/5/28, 13, 21, 5, 1, 
2019/5/29, 19, 8, 4, 1, 
2019/5/30, 9, 15, 8, 2, 
2019/5/31, 14, 21, 3, 1, 
2019/6/1, 23, 13, 1, , 
2019/6/2, 14, 28, 5, , 
2019/6/3, 23, 17, 5, , 
2019/6/4, 13, 20, 6, 1, 
2019/6/5, 19, 20, 8, 2, 
2019/6/6, 18, 14, 7, 1, 
2019/6/7, 14, 17, 3, , 
2019/6/8, 16, 11, 4, , 
2019/6/9, 12, 14, 2, 1, 
2019/6/10, 18, 18, 5, 1, 
2019/6/11, 26, 18, 6, , 
2019/6/12, 22, 14, 3, , 
2019/6/13, 18, 42, 4, 1, 
2019/6/14, 32, 26, 5, 2, 
2019/6/15, 23, 17, 3, 1, 
2019/6/16, 27, 13, 1, 1, 
2019/6/17, 32, 30, 2, 1, 
2019/6/19, 5, 8, 3, 1, 
2019/6/20, 7, 13, 1, 1, 
2019/6/21, 14, 9, 1, 2, 
2019/6/22, 13, 7, 2, 1, 
2019/6/23, 12, 9, 1, 1, 
2019/6/24, 10, 51, , 1, 
2019/6/25, 26, 9, , , 
2019/6/26, 27, 3, , , 
2019/6/27, 8, 6, , , 
2019/6/28, 8, 4, , 1, 
2019/6/29, 12, 7, , 1, 
2019/6/30, 11, 8, , 1, 
2019/3/11, 47, 36, , 6, 
2019/3/12, 95, 28, , 6, 
2019/3/13, 33, 38, , 4, 
2019/3/14, 42, 31, , 2, 
2019/3/15, 38, 22, , 1, 
2019/3/16, 35, 19, , 1, 
2019/3/17, 33, 3, , 1, 
2019/3/18, 27, , , 1, 
2019/3/19, 46, 1, , 5, 
2019/3/20, 60, 1, , 10, 
2019/3/21, 44, 1, , 2, 
2019/3/22, 20, 4, 6, 1, 
2019/3/23, 14, 14, 2, , 
2019/3/24, 21, 6, 7, 1, 
2019/3/25, 12, 37, 3, , 
2019/3/26, 36, 14, 1, , 
2019/3/27, 29, 8, 3, , 
2019/3/28, 17, 7, 2, , 
2019/3/29, 13, 5, 6, , 
2019/3/30, 15, 7, 4, , 
2019/3/31, 17, 5, 11, , 
2018/10/1, 12, 22, 17, , 
2018/10/2, 16, 13, 11, , 
2018/10/3, 13, 11, 10, , 
2018/10/4, 13, 16, 11, , 
2018/10/5, 12, 11, 7, , 
2018/10/6, 12, 12, 11, , 
2018/10/7, 16, 7, 8, , 
2018/10/8, 10, 9, 7, , 
2018/10/9, 10, 10, 11, , 
2018/10/10, 11, 9, 2, , 
2018/10/11, 16, 17, 8, , 
2018/10/12, 18, 22, 12, , 
2018/10/13, 15, 11, 9, , 
2018/10/14, 10, 15, 10, , 
2018/10/15, 10, 8, 11, , 
2018/10/16, 10, 15, 17, , 
2018/10/17, 11, 13, 4, , 
2018/10/18, 12, 18, 9, , 
2018/10/19, 16, 19, 3, 1, 
2018/10/20, 16, 21, 5, , 
2018/10/21, 20, 16, 14, 1, 
2018/10/22, 38, 17, 8, , 
2018/10/23, 34, 14, 10, , 
2018/10/24, 15, 22, 9, , 
2018/10/25, 13, 20, 11, 1, 
2018/10/26, 24, 24, 6, , 
2018/10/27, 25, 12, 11, , 
2018/10/28, 20, 11, 20, , 
2018/10/29, 11, 20, 21, , 
2018/10/30, 11, 29, 31, , 
2018/10/31, 19, 15, 38, 1, 
2018/11/1, 17, 11, 12, , 
2018/11/2, 14, 27, 6, , 
2018/11/3, 18, 14, 15, 1, 
2018/11/4, 13, 8, 18, , 
2018/11/5, 10, 7, 3, , 
2018/11/6, 10, 13, 14, , 
2018/11/7, 14, 13, 10, , 
2018/11/8, 20, 11, , , 
2018/11/9, 10, 15, , , 
2018/11/10, 18, 29, , 1, 
2018/11/11, 29, 21, , 1, 
2018/7/1, 6, 12, 3, 2, 
2018/7/2, 9, 18, 9, 2, 
2018/7/3, 20, 14, 7, 4, 
2018/7/4, 15, 25, 5, 2, 
2018/7/5, 12, 32, 5, 3, 
2018/7/6, 11, 28, 4, 2, 
2018/7/7, 9, 32, 1, 2, 
2018/7/8, 10, 16, 5, 2, 
2018/7/9, 23, 15, 4, 2, 
2018/7/10, 22, 12, 5, 2, 
2018/7/11, 9, 14, 11, 2, 
2018/7/12, 10, 7, 7, 2, 
2018/7/13, 7, 11, 6, 2, 
2018/7/14, 15, 9, 2, 2, 
2018/7/15, 13, 11, 3, 2, 
2018/7/16, 8, 10, 6, 3, 
2018/7/17, 22, 13, 5, 2, 
2018/7/18, 21, 12, 5, 3, 
2018/7/19, 20, 10, 5, 2, 
2018/7/20, 18, 9, 4, 2, 
2018/7/21, 9, 10, 3, 2, 
2018/7/22, 9, 9, 4, 3, 
2018/7/23, 11, 10, 5, 2, 
2018/7/24, 9, 9, 3, 2, 
2018/7/25, 11, 11, 5, 2, 
2018/7/26, 10, 11, 2, 2, 
2018/7/27, 28, 20, 4, 3, 
2018/7/28, 39, 20, 4, 3, 
2018/7/29, 61, 25, 1, 2, 
2018/7/30, 20, 13, 3, 2, 
2018/7/31, 30, 18, 2, 4, 
2018/8/1, 32, 13, 3, 2, 
2018/8/2, 17, 11, 3, 2, 
2018/8/3, 13, 13, 2, 3, 
2018/8/4, 18, 9, 1, 2, 
2018/8/5, 10, 14, 1, 2, 
2018/8/6, 7, 22, 1, 2, 
2018/8/7, 10, 16, 1, 2, 
2018/8/8, 21, 16, 2, 3, 
2018/8/9, 39, 8, 2, 2, 
2018/8/10, 23, 12, 1, 2, 
2018/8/11, 19, 9, 1, 2, 
2018/8/12, 17, 19, 2, 2, 
2018/8/13, 31, 12, 3, 2, 
2018/8/14, 17, 10, 1, 3, 
2018/8/15, 10, 12, 2, 3, 
2018/8/16, 14, 11, 2, 2, 
2018/8/17, 19, 10, 2, 2, 
2018/8/18, 24, 11, 4, 3, 
2018/8/21, 54, 41, 1, 2, 
2018/8/22, 61, 25, 1, 3, 
2018/8/23, 41, 60, 1, 3, 
2018/8/24, 30, 12, 3, 3, 
2018/8/25, 31, 10, 1, 3, 
2018/8/26, 35, 10, 1, 2, 
2018/8/27, 25, 8, 2, 3, 
2018/8/28, 41, 10, 3, 3, 
2018/8/29, 35, 10, 3, 2, 
2018/8/30, 49, 19, 2, 2, 
2018/8/31, 30, 22, 1, 2, 
2018/9/1, 35, 14, 4, 3, 
2018/9/2, 16, 10, 4, 21, 
2018/9/3, 12, 15, 7, 15, 
2018/9/4, 11, 11, 12, 1, 
2018/9/5, 15, 14, 3, , 
2018/9/6, 18, 27, 2, , 
2018/9/7, 30, 16, 3, , 
2018/9/8, 25, 9, 3, , 
2018/9/9, 12, 11, 8, , 
2018/9/10, 11, 12, 9, , 
2018/9/11, 11, 10, 5, , 
2018/9/12, 11, 11, 9, , 
2018/9/13, 15, 10, 10, 1, 
2018/9/14, 12, 7, 4, , 
2018/9/15, 11, 8, 3, , 
2018/9/16, 12, 12, 13, , 
2018/9/17, 16, 9, 9, , 
2018/9/18, 12, 13, 7, , 
2018/9/19, 13, 18, 5, , 
2018/9/20, 12, 11, 7, , 
2018/9/21, 14, 11, 14, 1, 
2018/9/22, 16, 10, 11, , 
2018/9/23, 14, 18, 6, , 
2018/9/24, 21, 14, 7, 1, 
2018/9/25, 14, 13, 14, , 
2018/9/26, 10, 13, 16, , 
2018/9/27, 10, 14, 6, , 
2018/9/28, 14, 13, 4, , 
2018/9/29, 12, 23, 11, , 
2018/9/30, 16, 8, 6, , 
2018/5/12, 31, 13, 4, 2, 
2018/5/13, 51, 40, 4, 2, 
2018/5/14, 30, 27, 11, 2, 
2018/5/15, 14, 21, 11, 2, 
2018/5/16, 22, 14, 10, 2, 
2018/5/17, 21, 15, 4, 2, 
2018/5/18, 12, 18, 7, 3, 
2018/5/19, 13, 9, 1, 2, 
2018/5/20, 19, 15, 2, 2, 
2018/5/21, 9, 11, 3, 2, 
2018/5/22, 14, 9, 3, 2, 
2018/5/23, 29, 29, 8, 2, 
2018/5/24, 26, 56, 14, 2, 
2018/5/25, 28, 13, 6, 2, 
2018/5/26, 15, 9, 9, 2, 
2018/5/27, 18, 15, 10, 2, 
2018/5/28, 9, 12, 8, 3, 
2018/5/29, 24, 28, 2, 2, 
2018/5/30, 17, 15, 9, 2, 
2018/5/31, 10, 9, 8, 2, 
2018/6/1, 19, 15, 8, 2, 
2018/6/2, 24, 17, 10, 3, 
2018/6/3, 16, 14, 5, 2, 
2018/6/4, 15, 12, 9, 3, 
2018/6/5, 35, 14, 7, 3, 
2018/6/6, 8, 9, 6, 2, 
2018/6/7, 20, 17, 12, 2, 
2018/6/8, 13, 11, 9, 2, 
2018/6/9, 8, 5, 4, 2, 
2018/6/10, 10, 6, 4, 2, 
2018/6/11, 14, 12, 12, 2, 
2018/6/12, 12, 10, 6, 2, 
2018/6/13, 13, 10, 8, 2, 
2018/6/14, 10, 10, 9, 2, 
2018/6/15, 6, 11, 5, 2, 
2018/6/16, 13, 7, 5, 2, 
2018/6/17, 15, 13, 5, 2, 
2018/6/18, 9, 11, 5, 2, 
2018/6/19, 10, 8, 7, 2, 
2018/6/20, 7, 12, 8, 2, 
2018/6/21, 14, 10, 6, 2, 
2018/6/22, 13, 13, 9, 2, 
2018/6/23, 9, 8, 5, 2, 
2018/6/24, 9, 7, 2, 2, 
2018/6/25, 16, 17, 7, 3, 
2018/6/26, 15, 14, 6, 3, 
2018/6/27, 9, 12, 12, 3, 
2018/6/28, 14, 8, 4, 2, 
2018/6/29, 12, 12, 13, 2, 
2018/6/30, 12, 8, 6, 2, 
2016/10/1, 26, 16, 1, , 
2016/10/2, 43, 22, 2, , 
2016/10/3, 42, , , , 
2016/10/13, 30, 19, 10, , 
2016/10/14, 35, 12, 13, , 
2016/10/15, 29, 10, 10, , 
2016/10/16, 29, 11, 13, , 
2016/10/17, 28, 11, 16, , 
2016/10/18, 33, 9, 2, , 
2016/10/19, 23, 35, 5, , 
2016/10/20, 60, 9, 7, , 
2016/10/21, 22, 10, 7, , 
2016/10/22, 24, 12, 7, , 
2016/10/23, 23, 13, 17, , 
2016/10/24, 28, 8, 4, , 
2016/10/25, 23, 12, 12, , 
2016/10/26, 26, 15, 15, 1, 
2016/10/27, 30, 17, 15, 1, 
2016/10/28, 33, 9, 3, , 
2016/10/29, 21, 11, 2, , 
2016/10/30, 21, 23, 23, , 
2016/10/31, 48, 37, 20, , 
2016/11/1, 52, 8, 7, , 
2016/11/2, 18, 11, 25, 1, 
2016/11/3, 27, 21, 25, 1, 
2016/11/4, 36, 14, 14, , 
2016/11/5, 24, 6, 3, , 
2016/11/6, 18, 6, 5, , 
2016/11/7, 17, 12, 11, , 
2016/11/8, 28, 7, 15, , 
2016/11/9, 20, 25, 16, , 
2016/11/10, 47, 7, 7, , 
2016/11/11, 25, 26, 7, , 
2016/11/12, 55, 21, 3, , 
2016/11/13, 35, 16, 13, , 
2016/11/14, 26, 16, 8, , 
2016/11/15, 29, 11, 14, , 
2016/11/16, 24, 11, 6, , 
2016/7/1, 35, , , , 
2016/7/9, 26, 52, 1, 1, 
2016/7/10, 28, 50, 2, 1, 
2016/7/11, 37, 26, 2, 2, 
2016/7/12, 80, 22, , 1, 
2016/7/13, 84, 22, , 1, 
2016/7/14, 125, 11, , 1, 
2016/7/15, 90, 12, , 2, 
2016/7/16, 124, 12, , 1, 
2016/7/17, 29, 13, , 2, 
2016/7/18, 46, 22, , 2, 
2016/7/19, 48, 23, , 2, 
2016/7/20, 55, 16, , 1, 
2016/7/21, 42, 22, , 1, 
2016/7/22, 25, 36, , 1, 
2016/7/23, 31, 37, , 1, 
2016/7/24, 35, 16, , 1, 
2016/7/25, 38, 12, , 1, 
2016/7/26, 43, 12, , 1, 
2016/7/27, 161, 13, , 1, 
2016/7/28, 198, 12, , 1, 
2016/7/29, 188, 10, , 1, 
2016/7/30, 39, 10, , 1, 
2016/7/31, 26, 12, , 2, 
2016/8/1, 34, 14, , 1, 
2016/8/2, 41, 12, , 1, 
2016/8/3, 50, 9, , 1, 
2016/8/4, 34, 11, , 2, 
2016/8/5, 34, 11, , 1, 
2016/8/6, 35, 12, , 1, 
2016/8/7, 37, 18, , 1, 
2016/8/8, 35, 14, , 1, 
2016/8/9, 37, 54, , 1, 
2016/8/10, 34, 233, , 1, 
2016/8/11, 21, 11, , 1, 
2016/8/12, 30, 13, , 1, 
2016/8/13, 32, 9, , 1, 
2016/8/14, 24, 9, , 1, 
2016/8/15, 17, 13, , 1, 
2016/8/16, 22, 12, , 1, 
2016/8/17, 31, 9, 336, 1, 
2016/8/18, 44, 13, , 2, 
2016/8/19, 36, 13, , 1, 
2016/8/20, 28, 12, , 1, 
2016/8/21, 30, 14, , 2, 
2016/8/22, 38, 14, , 1, 
2016/8/23, 57, 19, , 2, 
2016/8/24, 45, 20, , 2, 
2016/8/25, 52, 23, , 8, 
2016/8/26, 50, , , , 
2016/8/30, 25, 11, 7, , 
2016/8/31, 35, 11, 8, , 
2016/9/1, 30, 10, 6, , 
2016/9/2, 26, 12, 7, , 
2016/9/3, 37, 9, 3, , 
2016/9/4, 29, 14, 9, , 
2016/9/5, 38, 11, 8, , 
2016/9/6, 46, 8, 7, , 
2016/9/7, 22, 10, 9, , 
2016/9/8, 27, 9, 5, , 
2016/9/9, 20, 8, 6, , 
2016/9/10, 27, 7, 6, , 
2016/9/11, 21, 10, 5, , 
2016/9/12, 36, 11, 10, , 
2016/9/13, 28, 9, 5, , 
2016/9/14, 26, 6, 6, , 
2016/9/15, 27, 9, 8, , 
2016/9/16, 21, 10, 5, , 
2016/9/17, 24, 18, 4, , 
2016/9/18, 32, 12, 9, , 
2016/9/19, 29, 8, 9, , 
2016/9/20, 29, 8, 7, , 
2016/9/21, 27, 9, 7, , 
2016/9/22, 24, 7, 8, , 
2016/9/23, 33, 7, 6, , 
2016/9/24, 27, 9, 5, , 
2016/9/25, 23, 10, 14, , 
2016/9/26, 34, 11, 17, 1, 
2016/9/27, 34, 17, 16, 1, 
2016/9/28, 34, 16, 17, 1, 
2016/9/29, 38, 13, 18, 1, 
2016/9/30, 37, 7, 9, , 
2016/4/1, 27, 13, 2, , 
2016/4/2, 31, 12, 1, 1, 
2016/4/3, 37, 45, 6, 1, 
2016/4/4, 108, 44, 1, 1, 
2016/4/5, 126, 25, 3, 1, 
2016/4/6, 59, 42, 3, 1, 
2016/4/7, 92, 15, 1, , 
2016/4/8, 57, 18, 3, 1, 
2016/4/9, 62, 30, 5, 1, 
2016/4/10, 83, 38, 5, 1, 
2016/4/11, 98, 38, 6, 1, 
2016/4/12, 91, 48, 9, 1, 
2016/4/13, 97, 14, 3, 1, 
2016/4/14, 64, 36, 6, 1, 
2016/4/15, 89, 11, 3, 1, 
2016/4/16, 26, 63, 1, 1, 
2016/4/17, 179, 18, 3, 1, 
2016/4/18, 81, 11, 3, 1, 
2016/4/19, 35, 17, 4, 1, 
2016/4/20, 36, 17, 2, 1, 
2016/4/21, 58, 21, 4, 1, 
2016/4/22, 61, 15, 3, 1, 
2016/4/23, 25, 21, 2, 1, 
2016/4/24, 36, 22, 4, 1, 
2016/4/25, 66, 28, 4, 1, 
2016/4/26, 66, 27, 3, 1, 
2016/4/27, 119, 35, 2, 1, 
2016/4/28, 156, 17, 2, 1, 
2016/4/29, 62, 16, 4, 1, 
2016/4/30, 46, 8, 3, 1, 
2016/5/1, 26, 12, 3, 1, 
2016/5/2, 52, 26, 2, 1, 
2016/5/3, 82, 22, 3, 1, 
2016/5/4, 101, 23, 1, 1, 
2016/5/5, 92, 13, 3, 1, 
2016/5/6, 48, 12, 3, 1, 
2016/5/7, 40, 13, 2, 1, 
2016/5/8, 37, 17, 5, 1, 
2016/5/9, 50, 17, 5, 1, 
2016/5/10, 50, 24, 4, 1, 
2016/5/11, 37, 19, 4, 1, 
2016/5/12, 42, 22, 5, 1, 
2016/5/13, 45, 10, 2, 1, 
2016/5/14, 28, 10, 2, 1, 
2016/5/15, 27, 19, 1, 1, 
2016/5/16, 51, 21, 3, 1, 
2016/5/17, 66, 20, 4, 1, 
2016/5/18, 48, 15, 3, 1, 
2016/5/19, 46, 18, 4, 1, 
2016/5/20, 54, 15, 1, 1, 
2016/5/21, 59, 9, 2, 1, 
2016/5/22, 38, 12, 4, 1, 
2016/5/23, 30, 25, 1, 1, 
2016/5/24, 84, 16, 4, 1, 
2016/5/25, 40, 11, 4, 1, 
2016/5/26, 33, 14, 1, 1, 
2016/5/27, 27, 16, , 1, 
2016/5/28, 41, 10, 2, 1, 
2016/5/29, 31, 11, 2, 1, 
2016/5/30, 41, 15, 2, 1, 
2016/5/31, 54, 10, 5, 1, 
2016/6/1, 35, 12, 4, 1, 
2016/6/2, 40, 22, 5, 2, 
2016/6/3, 61, 17, 4, 1, 
2016/6/4, 67, 18, 1, 1, 
2016/6/5, 44, 17, 3, 2, 
2016/6/6, 50, 21, 3, 2, 
2016/6/7, 50, 35, 3, 1, 
2016/6/8, 63, 14, 3, 1, 
2016/6/9, 35, 13, 2, 1, 
2016/6/10, 28, 15, 1, 1, 
2016/6/11, 33, 18, 1, 1, 
2016/6/12, 42, 18, 3, 2, 
2016/6/13, 45, 16, 2, 2, 
2016/6/14, 50, 18, 3, 1, 
2016/6/15, 47, 11, 2, 1, 
2016/6/16, 33, 7, 1, 1, 
2016/6/17, 32, 48, , 1, 
2016/6/18, 86, 24, , 1, 
2016/6/19, 38, 23, 2, 1, 
2016/6/20, 55, 29, 1, 1, 
2016/6/21, 57, 17, 2, 2, 
2016/6/22, 49, 12, 3, 1, 
2016/6/23, 34, 9, 2, 1, 
2016/6/24, 24, 11, 2, 1, 
2016/6/25, 23, 6, 1, 1, 
2016/6/26, 24, 11, 1, 1, 
2016/6/27, 23, 12, 2, 1, 
2016/6/28, 40, 15, 2, 1, 
2016/6/29, 32, 20, 4, 2, 
2016/6/30, 39, 12, 3, 1, 
2016/1/4, 28, 8, 6, , 
2016/1/5, 23, 14, 1, , 
2016/1/6, 50, 12, , , 
2016/1/7, 34, 19, 1, , 
2016/1/8, 85, 17, 3, , 
2016/1/9, 54, 50, 10, 1, 
2016/1/10, 90, 13, 5, 1, 
2016/1/11, 29, 9, 7, 1, 
2016/1/12, 47, 11, 12, 1, 
2016/1/13, 34, 11, 17, 1, 
2016/1/14, 33, 10, 5, 1, 
2016/1/15, 30, 7, 3, , 
2016/1/16, 18, 7, 1, , 
2016/1/17, 22, 9, 12, 1, 
2016/1/18, 28, 8, 5, 1, 
2016/1/19, 24, 7, 2, 1, 
2016/1/20, 23, 12, 1, , 
2016/1/21, 33, 11, 5, 1, 
2016/1/22, 26, 15, 2, , 
2016/1/23, 24, 19, 1, , 
2016/1/24, 40, 17, 3, , 
2016/1/25, 32, 16, 7, 1, 
2016/1/26, 32, 11, 8, 1, 
2016/1/27, 33, 9, 5, , 
2016/1/28, 26, 13, 9, 1, 
2016/1/29, 41, 14, 9, 1, 
2016/1/30, 37, 9, 4, , 
2016/1/31, 37, 13, 9, 1, 
2016/2/1, 49, 23, 11, 1, 
2016/2/2, 45, 8, 4, , 
2016/2/3, 23, 6, 1, , 
2016/2/4, 17, 13, 5, , 
2016/2/5, 26, 8, 1, , 
2016/2/6, 28, 9, 3, , 
2016/2/7, 27, 20, 6, 1, 
2016/2/8, 55, 20, 5, 1, 
2016/2/9, 67, 25, 12, 1, 
2016/2/10, 64, 7, 7, 1, 
2016/2/11, 22, 10, 14, 1, 
2016/2/12, 32, 7, 3, , 
2016/2/13, 24, 11, 10, 1, 
2016/2/14, 31, 10, 2, , 
2016/2/15, 22, 19, 4, 1, 
2016/2/16, 54, 20, 11, 1, 
2016/2/17, 30, 12, 7, 1, 
2016/2/18, 34, 14, 9, 1, 
2016/2/19, 37, 10, 5, 1, 
2016/2/20, 27, 10, 1, 1, 
2016/2/21, 33, 21, 11, 1, 
2016/2/22, 44, 16, 16, 1, 
2016/2/23, 39, 10, 8, 1, 
2016/2/24, 27, 10, 6, 1, 
2016/2/25, 29, 18, 13, 1, 
2016/2/26, 34, 12, 8, 1, 
2016/2/27, 25, 8, , , 
2016/2/28, 17, 19, 7, 1, 
2016/2/29, 30, 10, 6, 1, 
2016/3/1, 33, 14, 9, 1, 
2016/3/2, 44, 17, 8, 1, 
2016/3/3, 53, 17, 10, 1, 
2016/3/4, 40, 8, 4, 1, 
2016/3/5, 20, 16, 6, 1, 
2016/3/6, 29, 13, 3, 1, 
2016/3/7, 22, 12, 6, 1, 
2016/3/8, 29, 11, 8, 1, 
2016/3/9, 32, 14, 4, 1, 
2016/3/10, 35, 15, 3, 1, 
2016/3/11, 34, 21, 2, 1, 
2016/3/12, 48, 18, , , 
2016/3/13, 33, 27, 5, 1, 
2016/3/14, 47, 30, 2, , 
2016/3/15, 47, 39, 2, , 
2016/3/16, 58, 39, 4, 1, 
2016/3/17, 82, 22, 3, , 
2016/3/18, 38, 26, 4, 1, 
2016/3/19, 61, 11, 3, 1, 
2016/3/20, 30, 18, 5, 1, 
2016/3/21, 31, 9, 3, 1, 
2016/3/22, 19, 12, 3, 1, 
2016/3/23, 43, 9, 1, 1, 
2016/3/24, 24, 15, 1, 1, 
2016/3/25, 66, 34, 2, 1, 
2016/3/26, 112, 35, 1, , 
2016/3/27, 113, 31, , , 
2016/3/28, 116, 14, 2, , 
2016/3/29, 64, 18, 2, 1, 
2016/3/30, 64, 79, 1, 1, 
2016/3/31, 209, 10, 2, 1, 
2015/10/1, 26, 11, 6, 2, 
2015/10/2, 32, 9, 4, 2, 
