address,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk
reykjavik,2020-12-18,6.9,3.9,5.3,3.6,-0.4,1.5,-1.9,60.2,0.176,100,16.67,rain,0,0,66.6,31.9,46,987.4,86.3,13.6,0.9,0,0,
reykjavik,2020-12-19,3.8,-1.6,0.8,1,-5.1,-2.3,-3.2,75.2,0.105,100,12.5,"rain,snow",0,0,61.2,34,31.7,988.4,48.5,17.8,2.6,0.1,0,
reykjavik,2020-12-20,3,0.1,1.2,-1.9,-6.6,-4.7,-3.4,71.6,0.107,100,8.33,"rain,snow",0,0,68.4,43.4,7,989.2,54.4,17.6,4,0.4,0,
reykjavik,2020-12-21,2.9,-1.1,1.3,0.9,-4.8,-2.5,-3.5,70.9,0.107,100,12.5,"rain,snow",0,0,51.8,28.6,25,997.3,77.4,14.1,1.7,0.1,0,
reykjavik,2020-12-22,0.9,-4.2,-2.5,-2.1,-9.3,-6.8,-6.6,73.9,0.176,100,16.67,"rain,snow",0,0,,23.4,356.8,1013.6,48.5,18.7,3.2,0.3,0,
reykjavik,2020-12-23,1.9,-1.5,0.7,0.9,-2.9,-1,-3.2,75.4,0.794,100,20.83,"rain,snow",0,0,,15.9,66.8,1024.4,89.9,16.6,2.5,0.3,0,
reykjavik,2020-12-24,7.9,0.9,5.7,3,-4.2,0.8,3.6,86.5,6.145,100,66.67,rain,0,0,70.6,45.2,175.9,1013.3,94.5,8.4,0.4,0,0,
reykjavik,2020-12-25,7.9,-2,2.9,2.9,-7.9,-3.3,-0.4,79.7,12.851,100,54.17,"rain,snow",0,0,87.3,62,222.2,983.9,94.3,8.7,0.7,0,0,
reykjavik,2020-12-26,-1,-6.6,-3,-5,-10.8,-7.6,-4.8,87.6,5.428,100,25,"rain,snow",6.9,3.7,77.8,27.5,274.3,970.7,63.7,11.6,2.4,0.2,0,
reykjavik,2020-12-27,4.8,-1,2.2,0.2,-7.7,-4,-1.6,76.5,0.363,100,41.67,"rain,snow",0,1.7,98.3,58.4,347.1,996.4,84.6,13,2.9,0.3,0,
reykjavik,2020-12-28,1.1,-2,-0.6,-5.6,-8.6,-6.9,-5.9,67.4,0.106,100,12.5,"rain,snow",0,0,68.4,42.8,359.9,1019.9,52.8,14,2.5,0.3,0,
reykjavik,2020-12-29,0,-3,-1.6,0,-6.5,-3,-4,83.9,1,100,25,"rain,snow",0,0,,14.3,109.5,1011.1,87.2,11.7,1.4,0,0,
reykjavik,2020-12-30,-1,-5.3,-3,-1.7,-8.9,-4.6,-5.6,82.3,0.071,100,8.33,snow,0,0,,8.5,97.2,1011,66.9,18.2,0.9,0,0,
reykjavik,2020-12-31,1.1,-5.9,-1.3,0.4,-7.8,-2.7,-2.9,89.2,0.136,100,16.67,"rain,snow",0,0,,16.4,177,1022.1,82.5,13.2,0.8,0,0,
reykjavik,2021-01-01,3,-3.1,-0.4,-0.1,-6.3,-2.9,-2.1,88.1,0.035,100,4.17,rain,0,0,,20.2,92.8,1022,76.2,16,2.4,0.2,0,
reykjavik,2021-01-02,8.2,2.7,5.3,5.7,-1.3,1.6,2.8,83.9,1.413,100,37.5,rain,0,0,50,33.2,121.2,1014.3,97.4,15.4,0.3,0,0,
reykjavik,2021-01-03,8.3,4.2,7.2,5,-1.4,2.9,5.4,88.6,2.101,100,37.5,rain,0,0,79.6,53.4,169.7,1013.6,97.6,8.7,0.6,0,0,
reykjavik,2021-01-04,3.3,1.9,2.7,-0.1,-3.1,-1.4,-0.5,79.3,3.558,100,29.17,"rain,snow",0,0,66.6,36.9,205.6,1021.6,82.8,13.9,1.1,0,0,
reykjavik,2021-01-05,2.5,0.9,1.6,2.5,-3,0.3,-0.4,86.7,0.136,100,16.67,"rain,snow",0,0,,13.5,144.9,1021.5,84.9,14.1,2.1,0.2,0,
reykjavik,2021-01-06,3,-6.8,-0.9,-0.6,-10.2,-5.7,-6.7,65.2,0.241,100,20.83,"rain,snow",0,0,55.4,35.8,310,1023,64.7,14.4,4.7,0.4,0,
reykjavik,2021-01-07,0,-7.1,-5.3,-4.3,-13.1,-9.3,-10.1,68.6,0.106,100,12.5,"rain,snow",0,0,,24.7,113.3,1029.2,69.6,14.1,5.3,0.4,0,
reykjavik,2021-01-08,5.7,-5,2.9,0.8,-13.3,-2.7,0.1,82.5,7.463,100,25,"rain,snow",0,0,74.2,44.7,243.3,1004.7,88.8,9,2.7,0.1,0,
reykjavik,2021-01-09,-3,-6.9,-4.8,-3.9,-16.1,-9.9,-10,67.2,0.204,100,12.5,snow,4.1,1.7,,35.1,354.6,1015.5,83.1,12.5,6.2,0.4,1,
reykjavik,2021-01-10,-4.2,-9.5,-7.4,-4.9,-14.8,-10.6,-11.8,71.3,0.486,100,25,snow,1.9,5.1,,14.6,91.3,1015.1,31.1,18.4,7.1,0.7,1,
reykjavik,2021-01-11,-2.4,-9.3,-5.6,-4.1,-12.8,-8.2,-11.6,63.3,0.071,100,8.33,snow,0,3.2,,16.3,91.4,1013,15.5,19.8,7.3,0.7,1,
reykjavik,2021-01-12,2.9,-3.2,0.2,-2.8,-8.4,-5.2,-5.1,67.5,0.107,100,8.33,"rain,snow",0,1.1,83.5,32.7,82.8,1012.2,89.1,13.6,4.5,0.3,0,
reykjavik,2021-01-13,5.1,1.9,3.7,2.5,-4.1,-1.1,0.9,82.2,8.381,100,58.33,"rain,snow",0,0,109.4,45.7,104,1002.6,96.5,11,2.6,0.1,0,
reykjavik,2021-01-14,4.9,3.1,4,1.3,-1.7,0,0.7,79.3,1.284,100,29.17,rain,0,0,48.2,28.6,141,1009.1,73.2,11.2,3.6,0.3,0,
reykjavik,2021-01-15,5.2,3,4,2.9,-1.4,0.5,0.6,78.6,1.132,100,37.5,rain,0,0,46.4,24.5,72.9,1006.8,92,13.6,1.7,0.1,0,
reykjavik,2021-01-16,4.1,1.9,2.5,1.3,-4.5,-1.8,0.9,89.2,17.3,100,41.67,"rain,snow",0,0,64.8,37.1,305.4,998,97,11.9,1.7,0,0,
reykjavik,2021-01-17,3,0.2,1.7,-0.9,-5.7,-2.8,-0.4,86.1,0.415,100,25,"rain,snow",0,0,50,26.5,276.9,1001.4,84.6,10.2,6.3,0.4,1,
reykjavik,2021-01-18,3,0.9,1.5,-0.9,-5.5,-3.4,-1.6,80,1.607,100,12.5,"rain,snow",0,0,72.4,35.3,353.6,1005.1,71.4,17.6,7.6,0.7,1,
reykjavik,2021-01-19,2,-0.1,0.6,-1.8,-7.5,-5.8,-4.1,70.6,0.277,100,16.67,"rain,snow",0,0,74.2,42.6,14.3,1008.4,62.4,14.2,3.4,0.4,0,
reykjavik,2021-01-20,0.9,-3.3,-1.1,-3,-9.6,-6.6,-6.8,65.6,0.106,100,12.5,"rain,snow",0,0,70.6,43.4,21.5,1011.9,44.1,17.6,9.1,0.8,1,
reykjavik,2021-01-21,0.3,-2,-0.5,-4.6,-10.4,-6.9,-5.7,67.9,0.036,100,4.17,"rain,snow",0,0,72.4,46.4,19.6,1011,75.3,16.9,7.6,0.7,1,
reykjavik,2021-01-22,-1.9,-2.9,-2.2,-8.1,-10.9,-9.7,-6.6,72.1,0.035,100,4.17,"rain,snow",0,0,74.2,48.1,12.1,1011.1,48.9,12,8.7,0.8,1,
reykjavik,2021-01-23,-0.2,-1.9,-1.2,-6.1,-10.5,-8.4,-6.1,69.3,0.177,100,16.67,"rain,snow",0,0,76,47.2,17.8,1008.9,68.3,18.8,9.7,0.8,1,
reykjavik,2021-01-24,-0.1,-2.8,-1.2,-2.8,-8.3,-6.1,-7.6,62.1,0.035,100,4.17,"rain,snow",0,0,66.6,32.6,37.8,1011.6,49.8,21.4,13.8,1.1,1,
reykjavik,2021-01-25,-1.9,-2.4,-2,-5,-9.3,-7.9,-12.4,45,0.07,100,8.33,"rain,snow",0,0,46.4,31.9,73.4,1014.2,90.7,15.3,9.6,0.8,1,
reykjavik,2021-01-26,-1.7,-2.9,-2.1,-7.4,-10.7,-9.2,-12.4,45.6,0.177,100,20.83,"rain,snow",0,0,68.4,41.5,81.1,1014.1,94.4,19,12,0.9,1,
reykjavik,2021-01-27,0.9,-1.9,-0.4,-4.7,-8.1,-6.4,-11.3,43.7,0.142,100,16.67,"rain,snow",0,0,57.6,38.7,77.8,1015.5,91.4,20.3,5.3,0.4,0,
reykjavik,2021-01-28,-1,-6,-3.8,-2.9,-10.7,-7.9,-10.6,59.5,0.106,100,12.5,snow,0,0,,23.8,87,1012.1,48.1,13.5,16.5,1.4,1,
reykjavik,2021-01-29,2,-6,-1.2,1.9,-9.6,-3.5,-6.6,67.2,0.176,100,16.67,"rain,snow",0,0,,11.9,77.5,1011.1,67.3,21.1,13.1,1.1,1,
reykjavik,2021-01-30,0.2,-6.1,-2.3,-0.8,-12,-4.3,-6.7,71.8,0.176,100,20.83,"rain,snow",0,0,,15.6,78.5,1014.1,74.9,19.6,8.2,0.7,0,
reykjavik,2021-01-31,-1.1,-6.9,-3.3,-5.8,-13.1,-9,-9,65.7,0.248,100,20.83,snow,0,0,,27.9,74.1,1009.2,82.5,12.1,15.1,1.2,1,
reykjavik,2021-02-01,0.8,-4.5,-2.6,-4.2,-10.4,-7.8,-9.3,60.2,0.07,100,8.33,"rain,snow",0,0,,23.8,79.1,1008.2,69.1,16.6,19.4,1.8,1,
reykjavik,2021-02-02,2.1,-0.1,1,-3.3,-6.3,-4.6,-7.2,54.7,0.107,100,12.5,"rain,snow",0,0,48.2,31.4,85.1,1007.1,77.7,16.3,8,0.7,0,
reykjavik,2021-02-03,2.8,-0.1,1.1,-1.7,-5.9,-4.1,-6.9,55.5,0.07,100,8.33,"rain,snow",0,0,64.8,29.6,88.6,1014.5,77.4,15.6,17.3,1.5,1,
reykjavik,2021-02-04,3.1,0,1.9,-2.7,-5.7,-3.8,-4.9,61.3,0.109,100,16.67,"rain,snow",0,0,64.8,36.8,110.6,1021.9,83.2,17.6,7.9,0.6,0,
reykjavik,2021-02-05,3.9,0.3,2.5,-1.6,-4.8,-2.8,-3.8,63.5,0.107,100,16.67,rain,0,0,68.4,38.8,105.9,1022.3,72.1,14.8,6.3,0.5,0,
reykjavik,2021-02-06,3.9,1,2,-1.7,-4.6,-3.3,-5.6,57.4,0.07,100,8.33,"rain,snow",0,0,55.4,34.5,84.9,1026.7,55.8,16.3,32.4,2.7,2,
reykjavik,2021-02-07,3.1,0.8,1.9,0.8,-4.9,-2.6,-8.3,46.9,0.107,100,12.5,"rain,snow",0,0,42.5,28,81.7,1026.9,30.5,23.7,23.5,2.1,1,
reykjavik,2021-02-08,4.1,0,2.3,-0.3,-3.8,-2.2,-6.1,54.2,0.107,100,12.5,"rain,snow",0,0,,25.7,78.4,1026.5,63.1,21.7,37.6,3.3,2,
reykjavik,2021-02-09,1.3,-1.3,0.2,-1.1,-5.3,-3.8,-6.9,59.4,0.071,100,8.33,"rain,snow",0,0,,19.7,78.2,1026.7,79.3,18.1,6.8,0.5,0,
reykjavik,2021-02-10,3,-1,1,2.9,-5.7,-2.7,-1.1,85.8,9.289,100,37.5,"rain,snow",0,0,44.6,34.9,120.1,1021.2,83.7,8.7,16.6,1.5,1,
reykjavik,2021-02-11,3.1,0.9,2.4,3,-4.8,-2.7,-0.8,79.6,0.9,100,37.5,"rain,snow",0,0,53.6,46.8,107.7,1014.9,93.8,10,12.2,1.2,1,
reykjavik,2021-02-12,5,2,3.5,0,-3.9,-2.1,-1.8,67.9,4.1,100,54.17,rain,0,0,216,48.7,87.2,1020.4,87.6,10.1,17,1.4,1,
reykjavik,2021-02-13,6.1,4,5.3,0.9,-2.1,-0.5,-0.9,64.2,0.035,100,4.17,rain,0,0,94.7,64.5,107.4,1006.3,90.9,12.9,8.4,0.5,0,
reykjavik,2021-02-14,7.9,4.7,5.8,4.4,-0.9,1.3,0.7,70,0.367,100,20.83,rain,0,0,66.6,41.8,85.5,983.6,88,14.4,20.6,1.8,1,
reykjavik,2021-02-15,6.2,3.2,4.8,5.1,-0.3,1.8,2.3,83.9,3.65,100,37.5,rain,0,0,,33.2,160.2,977.7,82.1,17.6,21.4,1.7,1,
reykjavik,2021-02-16,5.9,1.9,3.8,4.5,-0.4,1.2,1.2,83.4,0.564,100,20.83,rain,0,0,,19.4,126.6,985.3,53.7,15.9,25.3,2.1,1,
reykjavik,2021-02-17,2.8,1.2,1.9,2,-2,0.4,0.5,90,1.149,100,25,"rain,snow",0,0,,15.6,315.7,979.9,95.2,10.5,13,1.1,1,
reykjavik,2021-02-18,3.2,0.1,1.9,3.1,-2.8,0.2,0.3,89.7,2.373,100,25,"rain,snow",0,0,,20.2,182.9,982.5,86.5,15,24.8,2.1,1,
reykjavik,2021-02-19,4.9,-0.1,1.7,2.5,-4.1,-1.1,-3.8,66.9,0.071,100,4.17,"rain,snow",0,0,,16.9,71,986.4,68.5,14.6,26.9,2.3,1,
reykjavik,2021-02-20,6.8,-2,3.2,3.2,-3.3,0,-0.6,76,2.78,100,20.83,rain,0,0,,29.5,95.2,984.8,82.9,11.3,24.7,2.1,1,
reykjavik,2021-02-21,4.3,1,2.6,1.9,-2.5,0.1,-1.3,75.7,0.2,100,8.33,rain,0,0,,27.7,32,979.7,87.3,13.6,16.6,1.3,1,
reykjavik,2021-02-22,3.9,-0.8,1.8,3.9,-3.2,0.6,0,88,0.205,100,16.67,"rain,snow",0,0,,12.2,82.2,990.5,77.5,13.4,45.7,3.9,2,
reykjavik,2021-02-23,6.1,0.7,3.2,3.7,-3.5,-0.4,-2.1,69.6,0.143,100,20.83,"rain,snow",0,0,51.8,33.2,68.6,984.6,78.8,15.3,20.4,1.8,1,
reykjavik,2021-02-24,4.5,-0.7,3.1,4.5,-1.4,1.6,-1.5,71.9,0.042,100,8.33,"rain,snow",0,0,,19.8,66.4,985,51,15.3,49.4,4.2,2,
reykjavik,2021-02-25,4.4,-0.9,2.2,1.6,-5,-0.9,-0.8,81,0.25,100,25,"rain,snow",0,0,83.5,44.7,90.7,998.7,80.3,17.4,16.5,1.4,1,
reykjavik,2021-02-26,8.1,5.2,7.1,7.2,-0.4,3.4,4.3,82.3,6.142,100,45.83,rain,0,0,81.7,49.9,162.8,994.5,90.7,9.9,34.4,2.9,1,
reykjavik,2021-02-27,8.1,3.9,6.5,3.6,-1.9,1.4,3.5,81.3,8.64,100,58.33,rain,0,0,77.8,46.9,194,1001.5,93,8.9,19.9,1.7,1,
reykjavik,2021-02-28,4.1,0.7,2.6,-1.1,-6,-3.2,-0.8,78.6,3.894,100,41.67,"rain,snow",0,0,101.9,46.5,214.2,1009.6,83.3,10.1,42.3,3.6,2,
reykjavik,2021-03-01,4.4,1.9,3.3,3,-2.6,0.2,0,79.5,0.744,100,25,rain,0,0,64.8,23.8,199.3,1019.7,90.7,14.4,38.6,3.3,2,
reykjavik,2021-03-02,6.7,3,5,6.7,-1.5,2.3,2.6,84.5,6.914,100,33.33,rain,0,0,,20.5,82.4,1022.5,96.8,12.7,17,1.5,1,
reykjavik,2021-03-03,5.9,3.7,4.7,3,-0.5,1,1.5,79.7,2.243,100,16.67,rain,0,0,59.4,26.4,93.3,1033.9,91,15.4,28.2,2.4,1,
reykjavik,2021-03-04,5.2,2.9,4,5,-0.7,1.7,1.5,84.1,0.378,100,20.83,rain,0,0,,15.4,75.9,1034.7,94.5,12.9,42.2,3.6,2,
reykjavik,2021-03-05,7.2,3.1,5.2,4.2,-0.3,2.3,2.3,81.7,0.336,100,16.67,rain,0,0,,19.7,121.9,1024.5,92.8,12.3,45.7,3.8,3,
reykjavik,2021-03-06,5.9,2.9,4.2,5.1,0.8,2.9,1.9,85.2,0.802,100,20.83,rain,0,0,,13.3,190.2,1022.4,94.7,9.6,54.1,4.6,2,
reykjavik,2021-03-07,7.9,1.3,4,5.4,-1,2.3,1.2,82.9,0.2,100,8.33,"rain,snow",0,0,,28.6,100,1017.7,64.2,15.7,83.5,7.2,3,
reykjavik,2021-03-08,6.8,2,4.7,3,-1.4,0.8,1.7,81,2.871,100,12.5,rain,0,0,70.6,42.9,154.6,1004.3,87,11.1,64.7,5.6,3,
reykjavik,2021-03-09,4.1,-1,1.8,3.9,-4.3,-0.7,-1.2,80.9,0.145,100,20.83,"rain,snow",0,0,,23.7,31.1,993.1,77.4,21.6,42.3,3.5,2,
reykjavik,2021-03-10,3,-2.1,-0.8,0.5,-11.8,-7.8,-4.4,76.8,2.293,100,33.33,"rain,snow",0,0,88.9,64.8,12.6,973.6,98.2,11.8,38.2,3.2,2,
reykjavik,2021-03-11,3,-3.3,-1.3,-1.3,-12.6,-8.5,-5.5,73.9,0.297,100,37.5,"rain,snow",0,0,87.1,56.9,355.3,971.3,89.1,14.8,66.8,5.7,3,
reykjavik,2021-03-12,3.9,-1.8,1.9,2.4,-5.5,-1.9,-4.2,64.7,0.071,100,8.33,"rain,snow",0,0,63,34.3,23.3,979,85,14,90,7.9,4,
reykjavik,2021-03-13,-1,-5.1,-2.1,-2.5,-9.3,-7,-7.6,66.6,0.105,100,12.5,"rain,snow",0,0,48.2,35.3,10.2,992.1,42.5,21.6,107.7,9.3,4,
reykjavik,2021-03-14,3.1,-6.7,-1.1,1.8,-9.5,-3.2,-7.4,63.2,0.106,100,8.33,"rain,snow",0,0,,25.9,86,1002.8,56.5,12.3,82.7,7,4,
reykjavik,2021-03-15,6.9,2.1,4.3,2.8,-2.7,-0.2,1.3,80.7,2.003,100,37.5,rain,0,0,87.1,37.6,101.9,1004.9,91.5,14.2,11,0.8,0,
reykjavik,2021-03-16,7.1,3,5.2,5.2,-1.2,1.9,2.8,84.8,2.831,100,37.5,rain,0,0,57.6,24.2,174.1,1016.6,89.5,9.7,17.2,1.5,1,
reykjavik,2021-03-17,9.6,7,8.1,7.5,3.6,5.2,5.9,85.8,10.409,100,41.67,rain,0,0,,23.2,161.9,1023,93.4,11.2,27.6,2.2,1,
reykjavik,2021-03-18,9.3,7.1,8.3,7,4,5.2,6.2,87.1,1.076,100,20.83,rain,0,0,,27.1,168.8,1026.2,97.1,11.6,9.9,0.7,0,
reykjavik,2021-03-19,8.1,3,6.9,6.2,-0.8,3.1,5.2,88.8,2.865,100,58.33,rain,0,0,66.6,35.8,204.5,1018.1,97.8,8.7,11,0.8,0,
reykjavik,2021-03-20,5.1,2.7,3.9,0.9,-1.9,-0.4,0.3,77.4,2.255,100,33.33,rain,0,0,59.4,37.1,229.7,1022.3,99.1,11.4,25.3,2.2,1,
reykjavik,2021-03-21,8,5,6.5,3.7,0,1.8,3.4,80.7,0.27,100,12.5,rain,0,0,57.6,40.5,186.5,1005.6,97.4,8.8,37.9,3.2,2,
reykjavik,2021-03-22,7,0.2,2.7,1.9,-6.8,-3.5,-0.9,78.1,8.918,100,54.17,"rain,snow",0,0,88.9,48.3,209,989.1,72.7,9.7,71,6,3,
reykjavik,2021-03-23,3,-0.9,1.2,1,-5.5,-2.8,-2.3,78,0.755,100,25,"rain,snow",0,0,,35.3,200.4,986.3,65.4,10.7,67.8,5.8,2,
reykjavik,2021-03-24,2.9,-1.1,0.5,-1,-5.7,-3.2,-2.6,80.8,1.838,100,33.33,"rain,snow",2.9,1.3,,35,216.7,987.9,78,12.7,77.8,6.6,3,
reykjavik,2021-03-25,1.1,-3,-1.4,0.2,-11.6,-5.2,-4.7,79.3,2.036,100,12.5,"rain,snow",1.2,1.3,72.4,42.5,19.3,983.6,88.9,14.9,46.6,3.9,2,
reykjavik,2021-03-26,-3.2,-8,-4.6,-8.9,-13.5,-11.7,-8.8,72.9,0.206,100,16.67,snow,0,0,72.4,50.3,8.8,986.6,72.4,13,105.8,9.3,3,
reykjavik,2021-03-27,2,-9.2,-4.4,-5.3,-17.3,-11.6,-11.4,58.9,0.426,100,20.83,"rain,snow",0,0,79.6,49.9,73.7,983.2,85.5,17.4,26.7,2.3,1,
reykjavik,2021-03-28,2.3,-1.9,0.1,0.6,-7.9,-3.5,-2.6,82.6,1.474,100,33.33,"rain,snow",4.9,2.7,,32.4,86.9,972,77.8,12.6,84.3,7.3,3,
reykjavik,2021-03-29,1.2,-3,-0.9,-0.2,-9.5,-5.8,-6.5,66.5,0.478,100,20.83,"rain,snow",0,1.3,,36.3,2.7,993.6,48.6,20.5,100.4,8.7,4,
reykjavik,2021-03-30,4.9,-4.9,0.1,3.6,-7.9,-2.1,-7.8,57.3,0.178,100,16.67,"rain,snow",0,0,,16.9,12.9,1020.6,25.2,18,141.9,12.4,4,
reykjavik,2021-03-31,6.1,-2.7,2.2,2.3,-4.7,-0.2,-1.7,75.4,0.106,100,8.33,"rain,snow",0,0,,23.2,207.3,1032.9,69.9,20,111.6,9.6,5,
reykjavik,2021-04-01,5.1,4,4.5,2.5,-0.5,1.1,2.7,88.1,0.364,100,20.83,rain,0,0,,23.4,236,1032.1,100,8.4,71,6.2,3,
reykjavik,2021-04-02,5.9,3.2,4.4,3.1,0.7,1.8,1.4,80.8,0.205,100,12.5,rain,0,0,,17.4,226,1036.1,100,13.9,77.9,6.5,2,
reykjavik,2021-04-03,6.2,2.8,5.2,2.2,-3.1,0.6,3.2,87.3,4.152,100,37.5,rain,0,0,63,42.1,228.7,1021,97.7,9.7,81.8,7.1,3,
reykjavik,2021-04-04,1.8,-8.3,-4.4,-5,-16.1,-12,-10.6,62.4,0.625,100,33.33,"rain,snow",1,0.6,74.2,45.7,340.6,1027,73.6,11.3,139.2,11.9,5,
reykjavik,2021-04-05,-3.9,-9,-6,-4.1,-16.6,-11.3,-11.9,63.9,0.319,100,25,snow,0,0.4,,28,40.3,1038,75.6,16.3,123.2,10.4,4,
reykjavik,2021-04-06,-1.2,-6.3,-3.3,-3.1,-11.6,-6.4,-9.7,62.6,0.206,100,20.83,"rain,snow",1,0.6,,14.3,87.7,1032,62.4,20,105.7,9.1,4,
reykjavik,2021-04-07,0.9,-4.8,-1.9,-3.1,-10.5,-6.9,-4.5,82.8,4.767,100,37.5,"rain,snow",0.6,1.2,,32.2,94.4,1011.1,95.6,9.9,41.9,3.6,2,
reykjavik,2021-04-08,-1.2,-5.1,-3.6,-6.1,-13.2,-10.9,-9.4,64.6,2.788,100,20.83,"rain,snow",5.3,4.8,66.6,41.3,20.6,1017.3,62.9,12.3,179.1,15.6,6,
reykjavik,2021-04-09,1.1,-5.8,-2.5,-1.7,-13.2,-6.5,-8.9,62.2,0.249,100,16.67,"rain,snow",0,5.8,,31.7,340.6,1025.5,43.2,18.3,127.7,11,4,
reykjavik,2021-04-10,3.9,-6,-0.8,3.6,-8.1,-2.8,-5,74,0.598,100,25,"rain,snow",0,1.9,,13.3,107.8,1021.7,78.9,14.8,75.6,6.5,3,
reykjavik,2021-04-11,4.1,0.9,2.8,0.7,-2.4,-1.4,-0.3,80.5,2.511,100,33.33,"rain,snow",0,0,,29.1,88.7,1014.4,95.4,12,32.2,2.8,1,
reykjavik,2021-04-12,9,3.8,5.9,6.5,0.1,3,0.3,67.5,0.141,100,16.67,rain,0,0,,22.8,101.2,1024.3,66.7,13.7,93.4,8,3,
reykjavik,2021-04-13,9.3,3.3,6.2,7.4,0.8,4,1.4,71.9,0.107,100,12.5,rain,0,0,,16.5,156.3,1026.6,79.9,14.9,137.5,11.8,4,
reykjavik,2021-04-14,9.9,5,6.9,7.1,2.3,4.2,3.2,77.6,0.141,100,12.5,rain,0,0,,26.7,180.4,1021.1,91.1,17,88.5,7.6,3,
reykjavik,2021-04-15,9.8,7,8.5,6,2.2,4.4,5.8,83.6,8.574,100,45.83,rain,0,0,76,49.6,135.7,1000.8,95.7,9.5,21.3,1.7,1,
reykjavik,2021-04-16,9,3,6.1,6.4,-3.2,1.6,2.5,77.9,2.079,100,45.83,rain,0,0,87.1,38.7,174.4,994.7,93.1,10.1,112.7,9.5,4,
reykjavik,2021-04-17,6.3,3,4.6,3.1,-1.6,1.2,0.6,75.4,1.908,100,41.67,rain,0,0,,33,170,1004,95.1,11.5,59.7,5.2,2,
reykjavik,2021-04-18,5.1,0.9,2.7,0.4,-5,-2.4,-1.1,76.8,1.107,100,25,"rain,snow",0,0,63,37.6,207.4,1003.2,86.9,11.6,131.5,11.5,4,
reykjavik,2021-04-19,4,-0.7,1.5,0.1,-7.5,-2.6,-2.3,76.3,1.333,100,29.17,"rain,snow",0,0,,39.4,227.7,1009.1,76.6,12.1,116.7,10.2,4,
reykjavik,2021-04-20,5.3,0,2.4,2.6,-5.5,-1.2,-3.8,63.7,0.528,100,16.67,"rain,snow",0,0,,30.6,280.7,1019.5,77.5,16.8,161,13.8,6,
reykjavik,2021-04-21,7,2.1,5.1,4.6,-0.3,2.5,1,74.7,0.036,100,4.17,rain,0,0,,19,169.7,1019.6,96.3,13.7,95,8.1,3,
reykjavik,2021-04-22,8.1,5.5,7,4.9,2.7,3.8,3.2,76.7,1.07,100,29.17,rain,0,0,61.2,29.1,114.5,1019.3,92.2,15.3,55.3,4.9,1,
reykjavik,2021-04-23,9.9,6.8,8.3,8.3,2.8,5.3,3.6,72.3,0.106,100,8.33,rain,0,0,72.4,29.1,104.8,1023.7,92.5,12.4,49.6,4.2,1,
reykjavik,2021-04-24,9.9,7.4,8.4,7.2,4.1,5.3,4.9,78.5,1.069,100,16.67,rain,0,0,48.2,27.6,112,1026.1,96.3,12,59.3,5.2,2,
reykjavik,2021-04-25,9.6,5.8,7.6,8.2,2.8,5,3.6,76.6,2.023,100,29.17,rain,0,0,,29.6,68.3,1024.5,73,15,186.1,16,6,
reykjavik,2021-04-26,11.2,2.2,6.8,11.2,1.4,6.3,1.1,67.7,0.248,100,20.83,rain,0,0,,13,345,1030.3,16.6,18,247.2,21.3,7,
reykjavik,2021-04-27,8.8,3.2,6.3,7.9,1.9,5.1,2.8,78.6,0.213,100,16.67,rain,0,0,33.5,12.9,315,1031.6,92.7,16.3,71,6,2,
reykjavik,2021-04-28,10,4.9,7.5,10,3,4.9,0.7,63.2,0.142,100,16.67,rain,0,0,,25.7,344.9,1027,51.6,12.7,238.1,20.6,6,
reykjavik,2021-04-29,7,3.9,5.6,6.3,1.9,3.8,1.4,75.1,0.248,100,16.67,rain,0,0,,13.3,0.8,1027.1,79.3,12.7,95.7,8.3,2,
reykjavik,2021-04-30,7,0.6,4.1,4.8,-3.3,2.1,-1,70.4,0.142,100,12.5,rain,0,0,,31.2,17.3,1024.8,76.4,13.4,162.1,14.1,4,
reykjavik,2021-05-01,7.8,-0.4,3.6,5.6,-3.6,1.1,-5.6,52.4,0.07,100,8.33,"rain,snow",0,0,,16.6,51.9,1023.4,56.1,20.3,119.2,10.2,4,
reykjavik,2021-05-02,7.1,0.7,4.3,5,-2.5,1,-7.5,42.5,0.036,100,4.17,rain,0,0,,23.8,33.1,1024.8,35.4,22.6,220.9,19,6,
reykjavik,2021-05-03,8.8,-2,4.2,5.3,-4,1.7,-7.2,45.6,0.141,100,12.5,"rain,snow",0,0,,29.3,20.5,1023.5,7.8,22,267.8,23.2,7,
reykjavik,2021-05-04,7,1.1,4.5,4.9,-1.5,2.2,-4.6,52.4,0.107,100,12.5,rain,0,0,,22.5,326.7,1022.9,10.1,22,268.2,23.1,7,
reykjavik,2021-05-05,7.9,0.8,4.6,7.9,-3.1,2.4,-3.1,58.9,0.071,100,8.33,"rain,snow",0,0,,16.4,340.3,1020.9,18.1,20.3,214.9,18.6,6,
reykjavik,2021-05-06,6.2,0.2,3.7,2.4,-2.4,0.9,-5,53.3,0.142,100,12.5,"rain,snow",0,0,,25.4,21.1,1018.2,31.7,22,208.8,18.1,6,
reykjavik,2021-05-07,6.9,-2,2.7,5.1,-4.7,0.5,-5.6,55.5,0.213,100,12.5,"rain,snow",0,0,37.1,23.1,25,1018.1,52,18.7,129.1,11.1,3,
